uniq_id,Back End,C-suite executive,Cloud Computing,Data Scientist,Data or business analyst,Database Administrator(DBA),Designer,DevOps,Educator or academic researcher,Embedded applications or devices developer,Engineering manager,Enterprise application,Front End,Full stack,Game developer,Information Security,Mobile Developer,Network Engineer,Product Manager,QA/Test Developer,Sales professional,Software Developer/Java Developer,Student,System Administrator,Web Developer
2b2322459de27834b0c3c86737fb16a8,,0,,,,,0,,0,0,0,0.18063082801749802,0.17686342034352834,,,,,,0.17158866697518527,,,0.2941834790713308,0,0.1767336055924576,
b923d29624fb4dc9e193aa30f8253ee6,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
5be5533c9ed448d1ef92016a56573869,,0,,,,,0,,0,0,0,,,,,0.4126281015780156,,,,,,0.5873718984219846,0,,
ebdaa795cb443c6b7881b7a15c4c25b1,,0,,0.14401739861370252,,,0,,0,0,0,,,,0.139280858248734,,0.14216130275882702,,,,,0.13922069365417164,0,0.2808992383298977,0.15442050839466734
d92f267244249065890ee6bde5275f49,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8cbcc9ef3be25e4409fcb4ab55d6503d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
e2f1a046c937631529aec11a56f8590a,,0,,,,,0,,0,0,0,0.15341954388778073,0.15574512734475282,0.14622862716020718,,,0.2511203169300988,,0.15147336922622406,,,,0,0.14201301545093634,
a2ef697606d460795dda16de672a5d5d,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
d1130a38c05cd6f6df40a2636a76ea5b,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8cb4914f42c5b805d19be0952b3c88e9,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8c50099ba0e24e089c12c6e68bb2bdc6,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
d6920e2979999da6d892774e2be97b75,,0,,,,0.12833185389890395,0,,0,0,0,0.12596230692976187,0.1346297657053118,,,0.22178765133210712,,,0.12428073046836274,,0.13637761821700173,,0,0.12863007344855082,
72e40fa6a09e015785a798433af77387,,0,,,,,0,,0,0,0,,,,,,,,,1.0,,,0,,
47d7528160f4860a7bfd6dc1b9cdefb8,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
065002d37b05ad5fa6478b709b94a3a4,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
b2db6c4923a59708ff6c562b08c23c73,0.21238809707462644,0,,,,,0,,0,0,0,0.22666655845948136,,,,,,0.3462700569379765,,,,,0,0.21467528752791576,
d997f70cf7082ec18ffbb3e7c382001c,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
6dcbe83bd781f1e952da56ed2dd9ccf9,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
518be0d63a29128230c7c13be225837d,,0,,,,1.0,0,,0,0,0,,,,,,,,,,,,0,,
c199a61bd8a4e16896e15bf0613bf010,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
0352f0af94edb563fdee80a14965ea1d,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
f91cae11b0c8eaf832880a328fbabbcf,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
b9520049ff3e799ec368ae0aa99ec5f5,,0,,,,,0,,0,0,0,,,1.0,,,,,,,,,0,,
353f9ce7cb7c0090fd8880b0e9bf5809,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
cca81977309f3d52de5201432a1a98c4,,0,0.2041398135244664,,,0.19048575288366665,0,,0,0,0,,,,,,,,0.4015872322560044,,,0.20378720133586267,0,,
755688570dda03850c9ea9974e241110,,0,,,,,0,,0,0,0,,,1.0,,,,,,,,,0,,
c099a6dd457ab308941333b4d9517485,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
f5ce47ef55f66c279c306ceeb5e3f01e,,0,,,,0.5937419284694556,0,,0,0,0,,,,,0.4062580715305443,,,,,,,0,,
4a1af0cd8f6301771b95b019e6e2407d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
763586f789e0154f6d71435112f4c502,,0,0.1653237980971538,,,0.17215546418602018,0,,0,0,0,,,,0.16264550522547527,,0.1715225275777449,,,,,0.3283527049136059,0,,
d17149d5daf1df1d0953dbb583c0046c,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
510481dba5a43cc2b77546f0dadb1ce4,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
4117b81407f66d5b3c952ba4c4c05134,,0,,0.12338483704185987,0.12511542222367553,0.1302527129810785,0,,0,0,0,,,,,,,0.1321108098227284,0.2437589715608701,,,0.12004056565440915,0,,0.12533668071537846
e2cda2407a766008f5274da2cbdfa5b7,,0,,,,0.2862912614349218,0,,0,0,0,,,,,,,0.17415308435127333,,,0.17733981812001964,0.17862365286260234,0,0.18359218323118284,
c0eb27f26c6b084b018bd58b564e5594,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
c85fced1185e67071d928267f818dbdc,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
ac1430c579f95891ae05d2edb3f5e035,0.13209595333420712,0,,0.2133073103606753,0.1279270460194132,,0,,0,0,0,,,,,,,0.13001697652344796,0.13504707396795626,,,,0,0.13282788096534046,0.12877775882895984
75296a05c107731f400d602f3e10bf47,,0,,,,,0,,0,0,0,,,,,0.4083533770387822,,0.5916466229612178,,,,,0,,
c6f99f38bf465487323ed9d46f19514d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
4c8b7a93f5707a08b538f4e79d6a7f30,0.30269400261530444,0,,,,,0,,0,0,0,0.17222679827033394,,0.17826471815599146,,,,,0.17307061860204076,,,,0,0.1737438623563294,
f98f36687091e2aa5d3db5ab86c4d193,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
1f20cc46a1df5eb235007fac5fa0cbf4,,0,,,,,0,,0,0,0,,,,,0.4039199688431693,0.5960800311568308,,,,,,0,,
8887c268f3a00f280f0eb3e935fcf923,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8d0ffe9061aa61fbd3fdfae28fa9e2b9,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
f374dd196ee3775c05ceedce840fe3d7,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
a6b2f856cc76dbcd75d70c8a9b54b86f,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
cf0df595863e244496a08540809e638a,,0,,,,,0,,0,0,0,0.21018208095947846,0.21726247970797533,,,,,0.3584549470197845,0.2141004923127617,,,,0,,
3071e1d037c43c96e63d87b7f798904c,0.2227486529996313,0,,,0.34387983676095746,,0,,0,0,0,0.21423905831397105,,,,,,,,,0.21913245192544006,,0,,
3142c2dd6924df52d463d81ef93fb6e4,0.2212922545061464,0,,,,,0,,0,0,0,0.21509454116936652,,,,,,,,0.34040336228577,0.22320984203871705,,0,,
aed2f48a108a9d39c3466961ebf147a2,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
8d9f35371d34b3482a6a9a515c286329,,0,,,,,0,,0,0,0,,,,,,,,,1.0,,,0,,
a5b5889aaa3b7423cdc68643ab6cfea5,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
932052b301bed380d5a8db22d8b9fed2,0.11925179060358393,0,,,,,0,,0,0,0,,0.11259115968084694,0.1132908896810578,,,,0.1956499021995879,0.1140617323857213,,,0.1150199382276475,0,0.11589473766265596,0.11423984955889878
6d08f3e06ba1695f905754f971f0397e,0.2258746214194371,0,,,,,0,,0,0,0,,,,,0.22566232823773155,,0.3304886547050605,,,0.21797439563777088,,0,,
5fe3df4506a6b388f0b18dfedb0702bb,,0,0.3301385501390448,,,,0,,0,0,0,0.2202719952775009,,,,0.2308711439905936,,0.21871831059286068,,,,,0,,
ccf473b4784aca69a88b36870d6301cf,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
2c6742531c25a158afc6eca882ced60b,,0,,,0.5724642293389558,,0,,0,0,0,,,,,0.42753577066104415,,,,,,,0,,
0419d5288baa0e5a8043c674cd8562ca,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
3415841a9ac7c931ed8709e9f30adb29,,0,,,,,0,,0,0,0,0.27187667614034594,,,,,,,0.2755180529452851,,,,0,0.4526052709143689,
bd4eee9b197c066d9bff44452452c5b1,,0,,,,,0,,0,0,0,0.18259055033817312,,0.16979894462934858,,,,,0.1788577329229191,,0.29489629769028514,,0,0.17385647441927402,
2594d75ad80e28e32af0ff6053396e2d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
0bed3d9c4ed99d5cc1a2649f59bc2896,,0,0.1455784755117286,,0.14822427776441302,,0,,0,0,0,,,,0.13877924954018034,,0.1469845247756452,,,0.1413893602940614,,0.2790441121139716,0,,
d261e7210cd7aba0cac951c7340c5e67,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
a560c9c03ec3eb3dbf9fa881303fdf48,,0,,,,,0,,0,0,0,,0.2145717016835118,,,0.22506907232197448,,,0.3342409787291112,,0.22611824726540256,,0,,
0445fcb37ab17f686c025da15a98de52,,0,,,0.3017803994876487,,0,,0,0,0,0.18062036183170208,,0.16653082832082572,,,,,0.17598134079220126,,,,0,0.17508706956762218,
f3454168b74bc184e99b6d328970c16d,,0,,,,,0,,0,0,0,0.5883065764782688,,,,0.4116934235217312,,,,,,,0,,
ad80588c56547cfcfc00e9080cce9920,,0,,,,,0,,0,0,0,0.3985402001635653,,,,0.6014597998364346,,,,,,,0,,
eccbb9e529cc7fabd4418b8a3ef96645,,0,,,0.12568711186279427,,0,,0,0,0,0.2290615457768004,,0.12513664967869098,,,,0.1245699172692547,0.13476728317246495,,,,0,0.13455543902237074,0.12622205321762398
7ebf4eea453a27d76815cea1034737e1,,0,,,,,0,,0,0,0,,,,,,,0.22063110627975469,0.21507912635780216,,0.21862815856633366,,0,0.34566160879610963,
9f504454ca89f3fb54c4cdb79ef345de,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
24bd02f09d529e25eccbbd4b4a74945c,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
335bd5f1bb549c9d32372a43516249fe,0.1960216401775154,0,,,,0.4393727224088204,0,,0,0,0,,,0.17903033553868242,,,,,,,,0.1855753018749817,0,,
12f3cf7b841e50a75d7fa547cedc27a6,,0,,,,,0,,0,0,0,,0.3889312427849145,,,,,0.6110687572150852,,,,,0,,
b973f9625d5a239be48b37dad4a83eac,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
bf4e39a7ae0a31857cdeb706ea07b591,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
fe8b8c33442b7005d0734506fd152824,0.1773894669112954,0,,,,,0,,0,0,0,0.18309308662898355,,,,,0.2781732209504588,,0.17623298044372526,,0.18511124506553708,,0,,
f29766ad198b67aa7686ea3737951f12,,0,,,,0.6308084937830937,0,,0,0,0,,,0.3691915062169063,,,,,,,,,0,,
4a737efc3dd5fe84a532e94b609ee484,0.2209705552264506,0,,,,,0,,0,0,0,,,,,0.22475759997230613,,,,,0.2250903229745949,0.3291815218266484,0,,
148fb772d5a224a477904b6194199b2e,,0,,,,,0,,0,0,0,,,1.0,,,,,,,,,0,,
0d92b51b694ef046360f989fa92a15ac,0.4140548501526531,0,,,,,0,,0,0,0,,,,,,,,0.5859451498473468,,,,0,,
aefcb0c109264e00e724ef9eb004a699,,0,,0.1711465292254991,0.16435837787140822,0.16287696215949646,0,,0,0,0,,0.33506657232275977,,,,,,,,,,0,,0.16655155842083655
6bdcbb05eca933606a2301a8be7fa4cd,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
95a6252635b88c0991306754335760f4,0.17616027362240147,0,,,,0.2839959342169932,0,,0,0,0,,,,,,,0.17723741075804164,0.17707231329396544,,,,0,0.18553406810859827,
e8c6430b31684c8f6ceab1305ca61888,,0,,,,,0,,0,0,0,0.5102497883339507,,,0.25028652253080624,,,,,0.23946368913524296,,,0,,
9c1dae8f8326ff44336cbc65c4145524,,0,,,,,0,,0,0,0,0.17883562042622564,,0.17572794342335593,,,,,0.17715170676232744,,,0.29528823599661985,0,0.17299649339147113,
fe9741051b3a8971f4a1156b07ece236,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
f11d03f84c0ba0db510a05de0afd10b9,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
b5cea5202dd6f195c55dbc7b90892768,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
bb39139fe34f98132e057d2bc5f27ffc,0.274850276079751,0,,,0.4455282525193163,,0,,0,0,0,,,,,,,,,,0.27962147140093274,,0,,
0b6f00a94e0790f2ddf471e21515e30a,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
1d0397ad94837965dd86a508020ee2a4,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
4f1a45d7883fa5b946024825f141955b,,0,0.13600615065154428,,,,0,,0,0,0,,,,0.14192058249644726,0.30471008366801633,0.14527980304847046,,,0.13102329505347365,,0.14106008508204812,0,,
e140cb3a2388dc9b0d1b1641ba2c71fc,,0,,,,,0,,0,0,0,,,,,0.4100298850370115,,,,0.5899701149629885,,,0,,
2c519dfe62470c6632c25ec8a75ab950,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
af5361a430987d770572e81ca3605fe3,,0,,,,,0,,0,0,0,0.18040203186025106,0.17914309251813682,,,,,0.2893329326399158,0.17695413126297854,,,,0,0.1741678117187178,
ac9366a5da02aef3cf6e724fd4eef28b,0.2890805759311262,0,,,,,0,,0,0,0,,,,,0.2837118363831673,,,,,,0.4272075876857066,0,,
4d957ab0fc7d7379fe1a2bd824be9414,,0,,,,0.3113124200854473,0,,0,0,0,0.1779388524721914,,,,,,0.16286800703936535,0.17454625401975385,,,,0,0.17333446638324193,
4630a1e50e7e85a4364bfd6ccc65edda,,0,,0.17573932528678549,0.3367801369998416,0.16133673057870992,0,,0,0,0,,,,,,0.16650203113058118,,,,,0.1596417760040818,0,,
43d4546d3a9420c6144572edf5a25b97,0.2282408310554966,0,,,,,0,,0,0,0,0.2168530956395872,0.21360558789292047,,,,,,,,,0.3413004854119957,0,,
2ab6d749f9edbd1dd2a74fda8cd9589d,0.29013540823976225,0,,,,,0,,0,0,0,,0.2713789798070495,,,,,,0.4384856119531883,,,,0,,
24df038b48c96e11443e21146219995f,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
8259843f5e9f112894e7b1ee769c0a91,0.28137598291810056,0,,,,,0,,0,0,0,,0.26748873528997885,,,,,,,,0.4511352817919205,,0,,
406f7489221ceda7333b009e4797cd74,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
cbc53680c3051893bc8cd1d2071428a5,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
a639481ec469f96658393d1836df6f0f,,0,,,,,0,,0,0,0,,,,,,1.0,,,,,,0,,
16bc503453500d45ee411c5ea3a4074b,,0,,,,,0,,0,0,0,1.0,,,,,,,,,,,0,,
d831dd7060f590de3da30c6327f701f4,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
648b516bcb9617af02dc08c9a4a17c6e,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
db89add7e8f0b9fe3a11658e772cf158,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
0796f7ecf53db6612b831449b844533d,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
a1e1bd1243cdd15a3219e0edc8a93131,,0,,1.0,,,0,,0,0,0,,,,,,,,,,,,0,,
b86b83afb4564fd65a984ed9b78248c3,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
75b835ecdf3ffc91f3a65969554d88b0,,0,,,,,0,,0,0,0,,,,,,1.0,,,,,,0,,
7f3086ce0521d3915c1bca5573ea22bb,0.17158394889144482,0,,,,,0,,0,0,0,0.18557977140406967,,,,,,0.2931753678887655,0.17689931475326165,,,,0,0.17276159706245828,
55b42f5cc49e2f719cb11676f9ffa503,0.21336100213258047,0,,,,,0,,0,0,0,,,,,0.23134689597181826,,0.33236131496575305,,,0.22293078692984816,,0,,
3bb430a924c66eda4d5546ac2ff19b71,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
a1c9654b6cb38543e0c8198221a8b1eb,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
5c2fde27d7d26d873746b0998d88172f,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
511b78326c4d241a99c0c2a2f703b10b,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
f3950f031d1e12aefb4eb962e6f3702c,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
77c55cb4c54b1aadf1bbbfd792b3bbdd,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
c0ff80f6ad339715af9f7ada7b698987,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
2dfc17124af1d8001af605fa1d341603,,0,,,,,0,,0,0,0,0.21968238704386106,,,,0.22468552432695016,,,,,0.2238202586845512,,0,,0.3318118299446377
65db5d632398b8634299ba76ea09e0cb,0.2717250738515105,0,,,,,0,,0,0,0,,,,,0.28836059901220584,,,,,,0.4399143271362835,0,,
d731c8701123fe90c348210ea60f163c,,0,,,,,0,,0,0,0,,,,,,,,,,0.3831728811025609,,0,0.6168271188974389,
2e0188c3adbef6655b74beb8c590f7e1,0.6281298457940313,0,,,,,0,,0,0,0,,,,,0.3718701542059687,,,,,,,0,,
5aada0ef4a56a998abeb675eca9409c5,,0,,,,,0,,0,0,0,,,,,,1.0,,,,,,0,,
996e6c890fba8fc4095a8e14246f8144,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
52534f906a523c5b0efb52230d1a4088,,0,,,,,0,,0,0,0,,0.15343214633970576,0.14459703621233838,,,,0.1524911239797346,0.15515324790486962,,,,0,0.2507610992875796,0.14356534627577205
b5f44ad539b7c45ffa36f73b107f68b6,,0,,0.131509018861156,0.13293401197946328,0.12392181124008556,0,,0,0,0,,,,,,0.12107557241084305,,,,,0.12302728804867455,0,0.23747613060350256,0.1300561668562749
f029da40ad734517416361dfb5c36c74,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
de9a28799ed77e88afb33fbbba78510c,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
9ea77a372b329544620d6a9e21146cdf,,0,,,,,0,,0,0,0,0.15366781848639408,,0.14527136186218528,,,,,0.15423699551552522,0.25375950475431325,,,0,0.1428596444221125,0.15020467495946965
4cb789a11c0af058946fa01124a53741,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
d567b8665c22d38e071884dbea84c067,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
01084cdc864fbf29a80def0c911944d6,,0,,0.12575324533873236,0.12730495154964375,0.1269533828753764,0,,0,0,0,,,0.1329133538370877,,,0.12301757758453195,,,,,0.2297575931541871,0,,0.13429989566044062
0e8adf677740570cd0a97232673fa3eb,,0,,0.17099985043143318,0.17446320776326227,,0,,0,0,0,,,0.17157263646916895,,,,,,,,,0,0.3134384065178895,0.1695258988182461
e383459f6086249b588f5a4c6f5622a8,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
51fb54d1436e6e04819db57721b35f31,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
bd345f1d96978869f50d0c898f0f0731,,0,,0.14292798831175418,0.14439208468902873,0.14005141187814918,0,,0,0,0,,,,,,,,0.15510018996514022,,,0.2697284489907567,0,,0.14779987616517107
34fd637e82f441006cccd86f44e5ffdb,,0,1.0,,,,0,,0,0,0,,,,,,,,,,,,0,,
0ac290ffb8cb0f1549f36b70ac024612,,0,,,,,0,,0,0,0,,,,,0.2883216844844452,,0.42669352692189305,,,0.2849847885936619,,0,,
5563ac52766cc5801438e927d2479f68,,0,,,,,0,,0,0,0,,,,,0.3926839112415773,,,,,,0.6073160887584227,0,,
917b09a0761eb8d5763a74c25bedb612,,0,,0.1271637106359829,0.1266868573779405,0.12711557192601572,0,,0,0,0,,,,0.12210669529661072,,0.1225834092383862,0.13177096295856758,,,,0.2425727925664965,0,,
5a1fe7107acb246f2c40cf92abade24d,,0,,,,,0,,0,0,0,,,,,0.4112126573083647,,,,,,0.5887873426916354,0,,
54d4e9ad597c1e24631b29ab2580a257,,0,,,,,0,,0,0,0,,0.4007364528427812,,,,,,0.5992635471572187,,,,0,,
4e8a8c11ff137e10f66b823776b0b732,,0,,,,0.3365102144525611,0,,0,0,0,,0.2218185186615748,,,0.2185999237487473,,,,,0.22307134313711688,,0,,
01d808bf998d22cf8a743c46dd855455,,0,,,0.17135038324189955,0.31665140591528884,0,,0,0,0,,,0.17537144121526527,,,,0.17187486738721774,,,,,0,,0.1647519022403285
12b6b02d3498a1d0432d9669a50087ef,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
fe7cc689ea33768c455e9d3005d6e70a,0.1839767872979832,0,,,,,0,,0,0,0,0.17774413640857692,0.17246076978269487,,,,,,,0.28571789341125914,0.18010041309948588,,0,,
7fd3441f67f66c3406e538ab337f1a66,,0,,0.1659473967476682,0.17484721843982698,,0,,0,0,0,,,0.1761334879874213,,,,,,,0.3169916982797097,,0,,0.16608019854537368
713931543d0ec81e0e09d498b7258164,,0,,,0.3565707961146104,,0,,0,0,0,0.22214419879836805,,,,,,,0.20982220762780915,,,,0,0.21146279745921248,
f7fac0c163a247d4f85c04e3dc823a7e,0.22055607801189828,0,,,,,0,,0,0,0,0.2243674919541387,,,,,,,0.2128085350503084,,0.3422678949836546,,0,,
944b5c7a30ac3205648337bf52d79657,,0,,,,,0,,0,0,0,0.4069720341301142,,,,,,0.5930279658698858,,,,,0,,
1cd8a8e16df7f74f021ac3a17f37c478,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
245c26842e68114ae5703710e22f1fe9,,0,,,,,0,,0,0,0,0.2795371527530829,0.2760486036185039,,,,,,,,,,0,,0.4444142436284133
83548a991cd299badd6642bc5da5ff64,,0,,,,0.41953125859026064,0,,0,0,0,,,,,0.29107872904952403,,,,,0.2893900123602153,,0,,
abb872ceb40ff7036881d36c5b996b96,,0,0.15909116691711933,,,,0,,0,0,0,,,,0.1647453806075497,,,,,0.15171468336952015,0.35358124204172997,0.1708675270640809,0,,
f1eeb91c6aec57493384d873316ad707,,0,,,,0.11074528696418076,0,,0,0,0,,,,,,0.11045673390983883,0.11201176150925712,0.1209125701849893,,0.1183624616278066,0.1898716939060696,0,0.11812462463186844,0.11951486726598927
40855bceaa4b025a4cf4c68a664b8a73,0.39206640626412803,0,,,,,0,,0,0,0,,,,,,,,,,0.6079335937358721,,0,,
